 #Line, #Time, #Iter	L2Norm MomentumX    L2Norm MomentumY    L2Norm ContiEq      L2Norm Total        
    33,    33,     2	9.859570E-015       9.714513E-015       2.365197E-014       2.740435E-014       
    34,    34,     2	3.625981E-014       1.253424E-013       2.370383E-014       1.326173E-013       
    35,    35,     2	5.133229E-014       1.653493E-013       4.406359E-015       1.731901E-013       
    36,    36,     2	7.552319E-014       3.024865E-013       1.066797E-014       3.119545E-013       
    37,    37,     2	2.685078E-014       1.169589E-013       4.563454E-015       1.200882E-013       
    38,    38,     2	3.638724E-014       1.107723E-013       2.004797E-014       1.183066E-013       
    39,    39,     2	3.906925E-014       1.749792E-013       1.616145E-014       1.800148E-013       
    40,    40,     2	2.000260E-014       7.736542E-014       3.197487E-015       7.997334E-014       
    41,    41,     2	1.814055E-014       6.209254E-014       6.305247E-015       6.499477E-014       
    42,    42,     2	1.145071E-014       4.244690E-014       1.136017E-014       4.540828E-014       
    43,    43,     2	1.137141E-014       4.626535E-014       1.894641E-014       5.127142E-014       
    44,    44,     2	7.158162E-015       2.863994E-014       1.075486E-014       3.141898E-014       
    45,    45,     2	7.650948E-015       3.231362E-014       9.952509E-015       3.466640E-014       
    46,    46,     2	5.436115E-015       2.183487E-014       1.363608E-014       2.631075E-014       
    47,    47,     2	6.771616E-015       2.266786E-014       4.648522E-015       2.411007E-014       
    48,    48,     2	4.401676E-015       1.537481E-014       6.127737E-015       1.712626E-014       
    49,    49,     2	5.025947E-015       1.508354E-014       1.465072E-014       2.161982E-014       
    50,    50,     2	5.914661E-015       1.989112E-014       8.081327E-015       2.226988E-014       
    51,    51,     2	6.783486E-015       3.920071E-014       9.608627E-015       4.092721E-014       
    52,    52,     2	8.321502E-015       4.223230E-014       6.948601E-015       4.360158E-014       
    53,    53,     2	1.047220E-014       3.128705E-014       2.231042E-015       3.306848E-014       
    54,    54,     2	1.615164E-014       7.926861E-014       8.235920E-015       8.131555E-014       
    55,    55,     2	1.265749E-014       4.807326E-014       2.058659E-014       5.380574E-014       
    56,    56,     2	1.282229E-014       4.761914E-014       2.116838E-015       4.936066E-014       
    57,    57,     2	2.141138E-014       5.022580E-014       2.354817E-015       5.465001E-014       
    58,    58,     2	5.127058E-014       1.767295E-013       1.121964E-014       1.843580E-013       
    59,    59,     2	2.175769E-014       1.514435E-013       2.266114E-014       1.546676E-013       
    60,    60,     2	3.150319E-014       1.945865E-013       5.346899E-015       1.971927E-013       
    61,    61,     2	6.940772E-014       2.920063E-013       9.683801E-015       3.002980E-013       
    62,    62,     2	5.579307E-014       1.718188E-013       1.154856E-014       1.810191E-013       
    63,    63,     2	8.505862E-015       9.330155E-015       3.993899E-015       1.324208E-014       
    64,    64,     2	7.536890E-015       9.135732E-015       3.118470E-014       3.335794E-014       
    65,    65,     2	9.836201E-015       1.143865E-014       4.024570E-015       1.561380E-014       
    66,    66,     2	1.019954E-014       1.080674E-014       2.312467E-015       1.503874E-014       
    67,    67,     2	9.120771E-015       9.661480E-015       1.112027E-014       1.732608E-014       
    68,    68,     2	1.087402E-014       1.048310E-014       4.815504E-015       1.585335E-014       
    69,    69,     2	9.892193E-015       1.090850E-014       9.301669E-015       1.741757E-014       
    70,    70,     2	9.665686E-015       1.264161E-014       4.649918E-015       1.657882E-014       
    71,    71,     2	9.439400E-015       1.193332E-014       7.331019E-015       1.688935E-014       
    72,    72,     2	1.170307E-014       1.199342E-014       6.097138E-015       1.783197E-014       
    73,    73,     2	1.276751E-014       1.286758E-014       1.111843E-014       2.126508E-014       
    74,    74,     2	1.052440E-014       1.088923E-014       2.095821E-015       1.528825E-014       
    75,    75,     2	9.679280E-015       1.304891E-014       1.235800E-014       2.041281E-014       
    76,    76,     2	1.156823E-014       1.178732E-014       8.002461E-015       1.835222E-014       
    77,    77,     2	1.030082E-014       1.300669E-014       1.336213E-014       2.130322E-014       
    78,    78,     2	1.064449E-014       1.068334E-014       3.774767E-015       1.554631E-014       
    79,    79,     2	8.670472E-015       1.125160E-014       2.131549E-015       1.436381E-014       
    80,    80,     2	9.858601E-015       1.069383E-014       1.405857E-014       2.022853E-014       
    81,    81,     2	8.474403E-015       1.060520E-014       2.855184E-015       1.387220E-014       
    82,    82,     2	7.937934E-015       1.071374E-014       4.512184E-015       1.407675E-014       
    83,    83,     2	4.155673E-014       1.558760E-013       2.313979E-014       1.629716E-013       
    84,    84,     2	1.485724E-014       1.650464E-013       2.066877E-014       1.669978E-013       
    85,    85,     2	2.356794E-014       1.434394E-013       2.088833E-014       1.468558E-013       
    86,    86,     2	2.624199E-014       1.034412E-013       2.124846E-015       1.067391E-013       
    87,    87,     2	1.909757E-014       5.903436E-014       3.882637E-015       6.216790E-014       
    88,    88,     2	1.317461E-014       4.918510E-014       4.479615E-015       5.111567E-014       
    89,    89,     2	9.462080E-015       3.664919E-014       2.801712E-015       3.795449E-014       
    90,    90,     2	1.121857E-014       5.304887E-014       4.770742E-015       5.443159E-014       
    91,    91,     2	7.255879E-015       2.365885E-014       3.314548E-015       2.496749E-014       
    92,    92,     2	5.978701E-015       2.354810E-014       2.848632E-015       2.446165E-014       
    93,    93,     2	5.052226E-015       2.469704E-014       5.095874E-015       2.571841E-014       
    94,    94,     2	4.399188E-015       1.543057E-014       9.171438E-016       1.607161E-014       
    95,    95,     2	4.344787E-015       1.368795E-014       1.358566E-014       1.976884E-014       
    96,    96,     2	5.165588E-015       2.040523E-014       1.015131E-014       2.336890E-014       
    97,    97,     2	7.325613E-015       3.488930E-014       8.563050E-015       3.666406E-014       
    98,    98,     2	5.782699E-015       2.920209E-014       6.829983E-015       3.054260E-014       
    99,    99,     2	1.080844E-014       4.511611E-014       2.795275E-015       4.647687E-014       
   100,   100,     2	1.124035E-014       4.042139E-014       2.097440E-015       4.200754E-014       
   101,   101,     2	1.341086E-014       8.647250E-014       7.671941E-015       8.784193E-014       
   102,   102,     2	1.994332E-014       1.067239E-013       6.957746E-015       1.087940E-013       
   103,   103,     2	1.100283E-014       6.469924E-014       6.589591E-015       6.595814E-014       
   104,   104,     2	1.800345E-014       5.714823E-014       6.279899E-015       6.024518E-014       
   105,   105,     2	4.973474E-014       2.152161E-013       9.375575E-015       2.210869E-013       
   106,   106,     2	2.885245E-014       1.751558E-013       4.470783E-015       1.775725E-013       
   107,   107,     2	2.834477E-014       1.178721E-013       9.940701E-015       1.216391E-013       
   108,   108,     2	2.268620E-014       1.735709E-013       3.176590E-015       1.750760E-013       
   109,   109,     2	6.164728E-014       3.240518E-013       1.807077E-014       3.303581E-013       
   110,   110,     2	1.067300E-014       1.193011E-014       1.006282E-014       1.890769E-014       
   111,   111,     2	1.089825E-014       1.077089E-014       5.231670E-015       1.619118E-014       
   112,   112,     2	1.006919E-014       8.950785E-015       2.008527E-014       2.418519E-014       
   113,   113,     2	9.193492E-015       1.166492E-014       3.833574E-015       1.533906E-014       
   114,   114,     2	9.368752E-015       1.175391E-014       4.828608E-015       1.578744E-014       
   115,   115,     2	9.707233E-015       1.025226E-014       1.214320E-014       1.862247E-014       
   116,   116,     2	9.661691E-015       1.338147E-014       5.665718E-015       1.745028E-014       
   117,   117,     2	9.157694E-015       1.012800E-014       2.160659E-014       2.555943E-014       
   118,   118,     2	1.132085E-014       1.217594E-014       3.177615E-014       3.586278E-014       
   119,   119,     2	1.003822E-014       1.054282E-014       1.360521E-014       1.992533E-014       
   120,   120,     2	9.620481E-015       1.024427E-014       1.529018E-014       2.076748E-014       
   121,   121,     2	1.004038E-014       1.266559E-014       3.410547E-015       1.651842E-014       
   122,   122,     2	9.208018E-015       1.076831E-014       1.892559E-014       2.364153E-014       
   123,   123,     2	1.021996E-014       1.019996E-014       2.668878E-014       3.034432E-014       
   124,   124,     2	1.073228E-014       1.202462E-014       5.823651E-015       1.713733E-014       
   125,   125,     2	9.531293E-015       9.539139E-015       7.474904E-015       1.541801E-014       
   126,   126,     2	8.440670E-015       9.652268E-015       2.696737E-014       2.986051E-014       
   127,   127,     2	9.500807E-015       9.772580E-015       3.344691E-014       3.611737E-014       
   128,   128,     2	8.091982E-015       1.168288E-014       3.371504E-015       1.460605E-014       
   129,   129,     2	8.358574E-015       1.055501E-014       2.361125E-014       2.718023E-014       
   130,   130,     2	7.176248E-015       8.854761E-015       4.655543E-015       1.231176E-014       
   131,   131,     2	8.374889E-015       8.562456E-015       5.036530E-015       1.299312E-014       
   132,   132,     2	3.619216E-014       1.265953E-013       4.137253E-015       1.317321E-013       
   133,   133,     2	5.946526E-014       3.013119E-013       5.428257E-015       3.071716E-013       
   134,   134,     2	2.895341E-014       1.463263E-013       6.675635E-015       1.493126E-013       
   135,   135,     2	1.830285E-014       1.442402E-013       1.895336E-014       1.466269E-013       
   136,   136,     2	1.874378E-014       1.198720E-013       6.114039E-015       1.214825E-013       
   137,   137,     2	1.794698E-014       7.748902E-014       3.995990E-015       7.964051E-014       
   138,   138,     2	1.305517E-014       7.277596E-014       1.778403E-014       7.604636E-014       
   139,   139,     2	1.037841E-014       4.222329E-014       9.249075E-015       4.445293E-014       
   140,   140,     2	1.664751E-014       7.959692E-014       8.574197E-015       8.176996E-014       
   141,   141,     2	2.043124E-014       9.522804E-014       1.897384E-014       9.922612E-014       
   142,   142,     2	2.015417E-014       8.945659E-014       3.832087E-015       9.177885E-014       
   143,   143,     2	1.732372E-014       9.161575E-014       1.774397E-015       9.325613E-014       
   144,   144,     2	8.684685E-015       3.418850E-014       1.723802E-015       3.531641E-014       
   145,   145,     2	9.684459E-015       3.054369E-014       1.791405E-015       3.209228E-014       
   146,   146,     2	8.360809E-015       4.312552E-014       6.638867E-015       4.442733E-014       
   147,   147,     2	2.031762E-014       8.461772E-014       9.621087E-015       8.755301E-014       
   148,   148,     2	1.485866E-014       6.872899E-014       4.726875E-015       7.047551E-014       
   149,   149,     2	1.958426E-014       7.679322E-014       3.215811E-015       7.931635E-014       
   150,   150,     2	1.253976E-014       8.033244E-014       3.665130E-015       8.138783E-014       
   151,   151,     2	2.099163E-014       9.847929E-014       1.665671E-015       1.007055E-013       
   152,   152,     2	5.167669E-014       2.402087E-013       4.109865E-015       2.457388E-013       
   153,   153,     2	2.421085E-014       1.188584E-013       1.846103E-014       1.226960E-013       
   154,   154,     2	5.412823E-014       1.500373E-013       2.106379E-015       1.595165E-013       
   155,   155,     2	6.635863E-015       8.101101E-015       3.862621E-015       1.116165E-014       
   156,   156,     2	5.785044E-015       7.009000E-015       2.739887E-015       9.492091E-015       
   157,   157,     2	6.877162E-015       7.387345E-015       1.734348E-015       1.024091E-014       
   158,   158,     2	7.798445E-015       7.392710E-015       3.508060E-015       1.130373E-014       
   159,   159,     2	8.902178E-015       9.566689E-015       7.804133E-015       1.522087E-014       
   160,   160,     2	8.939805E-015       9.398812E-015       4.332141E-015       1.367572E-014       
   161,   161,     2	8.824943E-015       1.144793E-014       8.889384E-015       1.696926E-014       
   162,   162,     2	9.166614E-015       1.078884E-014       3.373547E-015       1.455358E-014       
   163,   163,     2	8.008024E-015       9.254605E-015       5.899904E-015       1.358621E-014       
   164,   164,     2	8.047678E-015       8.239434E-015       1.338883E-014       1.766109E-014       
   165,   165,     2	9.481922E-015       9.486695E-015       4.395671E-015       1.411475E-014       
   166,   166,     2	8.832779E-015       1.072715E-014       6.189205E-015       1.521171E-014       
   167,   167,     2	7.492654E-015       1.030358E-014       4.061103E-014       4.256242E-014       
   168,   168,     2	9.492935E-015       9.068683E-015       1.322436E-014       1.863439E-014       
   169,   169,     2	8.315972E-015       9.706184E-015       2.261932E-014       2.598075E-014       
   170,   170,     2	1.103589E-014       1.087035E-014       3.753143E-014       4.060250E-014       
   171,   171,     2	9.350691E-015       8.491620E-015       1.783060E-014       2.185116E-014       
   172,   172,     2	1.027909E-014       8.841649E-015       9.290756E-015       1.643632E-014       
   173,   173,     2	8.548520E-015       1.004470E-014       1.467362E-014       1.973039E-014       
   174,   174,     2	7.983697E-015       7.106906E-015       1.224098E-014       1.625082E-014       
   175,   175,     2	8.071882E-015       7.572511E-015       1.304816E-014       1.711002E-014       
   176,   176,     2	6.052684E-015       7.458494E-015       3.075898E-015       1.008589E-014       
   177,   177,     2	6.557174E-015       7.762172E-015       1.402768E-014       1.732119E-014       
   178,   178,     2	7.785787E-015       7.763078E-015       4.055995E-015       1.171900E-014       
   179,   179,     2	3.623215E-014       1.620779E-013       1.715906E-014       1.669625E-013       
   180,   180,     2	1.480262E-014       9.882189E-014       1.948556E-014       1.018065E-013       
   181,   181,     2	2.846103E-014       1.255042E-013       2.571779E-015       1.287165E-013       
   182,   182,     2	2.546332E-014       9.892801E-014       5.376443E-015       1.022939E-013       
   183,   183,     2	1.981871E-014       8.787704E-014       1.529245E-014       9.137294E-014       
   184,   184,     2	1.339859E-014       5.381232E-014       1.639263E-014       5.782739E-014       
   185,   185,     2	6.823629E-015       4.027235E-014       3.249013E-015       4.097536E-014       
   186,   186,     2	1.099687E-014       5.690024E-014       1.314533E-014       5.942531E-014       
   187,   187,     2	1.340981E-014       5.412384E-014       1.584417E-014       5.796767E-014       
   188,   188,     2	1.261161E-014       5.662448E-014       5.139958E-015       5.823919E-014       
   189,   189,     2	9.803076E-015       3.424780E-014       7.015247E-015       3.630738E-014       
   190,   190,     2	1.106295E-014       4.992365E-014       1.207247E-014       5.254050E-014       
   191,   191,     2	9.635681E-015       4.151768E-014       8.758854E-015       4.351186E-014       
