 #Line, #Time, #Iter	L2Norm MomentumX    L2Norm MomentumY    L2Norm ContiEq      L2Norm Total        
    31,    31,     2	1.040531E-014       2.576574E-014       4.183381E-015       2.810061E-014       
    32,    32,     2	1.621684E-012       1.800200E-012       2.785679E-013       2.438889E-012       
    33,    33,     2	2.035088E-014       3.366398E-014       4.935977E-015       3.964575E-014       
    34,    34,     2	1.853588E-014       3.889700E-014       4.821640E-015       4.335670E-014       
    35,    35,     2	1.667256E-014       2.840718E-014       3.713227E-015       3.314710E-014       
    36,    36,     2	1.175480E-013       9.587984E-014       1.580003E-014       1.525127E-013       
    37,    37,     2	5.895102E-015       2.161794E-014       4.413067E-015       2.283774E-014       
    38,    38,     2	6.909403E-015       2.702684E-014       4.859015E-015       2.831607E-014       
    39,    39,     2	1.566035E-014       2.369179E-014       4.845852E-015       2.881024E-014       
    40,    40,     2	9.487859E-015       2.168751E-014       9.145812E-015       2.537742E-014       
    41,    41,     2	8.025475E-015       1.547887E-014       5.084043E-015       1.816181E-014       
    42,    42,     2	8.976454E-015       1.766720E-014       4.701171E-015       2.036683E-014       
    43,    43,     2	1.475483E-014       6.958591E-014       4.443958E-015       7.127168E-014       
    44,    44,     2	1.774140E-013       1.455240E-013       1.131852E-014       2.297413E-013       
    45,    45,     2	2.573841E-014       3.442681E-014       5.342126E-014       6.856750E-014       
    46,    46,     2	1.329592E-012       4.231004E-012       5.332802E-015       4.435001E-012       
    47,    47,     2	6.070259E-015       9.391079E-015       6.102485E-015       1.273895E-014       
    48,    48,     2	2.917751E-014       3.170299E-014       6.638891E-015       4.359451E-014       
    49,    49,     2	2.288183E-014       3.322726E-014       6.085982E-015       4.080034E-014       
    50,    50,     2	2.107803E-014       2.860948E-014       6.776526E-015       3.617606E-014       
    51,    51,     2	1.362882E-014       3.815822E-014       5.169316E-015       4.084748E-014       
    52,    52,     2	1.631082E-014       7.024898E-014       9.357646E-015       7.272227E-014       
    53,    53,     2	1.147605E-013       1.226721E-013       1.154735E-014       1.683798E-013       
    54,    54,     2	2.571640E-014       8.488807E-014       3.744328E-014       9.627729E-014       
    55,    55,     2	1.097010E-014       2.120866E-014       4.323681E-015       2.426612E-014       
    56,    56,     2	3.823909E-014       1.081549E-013       4.773761E-014       1.242521E-013       
    57,    57,     2	1.074846E-014       3.414284E-014       6.744899E-015       3.642467E-014       
    58,    58,     2	7.310401E-014       2.854989E-013       1.295312E-014       2.949942E-013       
    59,    59,     2	9.988386E-013       1.943686E-012       4.034377E-014       2.185686E-012       
    60,    60,     2	2.592912E-012       1.810230E-012       2.131076E-014       3.162369E-012       
    61,    61,     2	3.254067E-013       3.911653E-013       1.200943E-013       5.228025E-013       
    62,    62,     2	6.128236E-013       1.099425E-012       6.444665E-014       1.260334E-012       
    63,    63,     2	1.005710E-013       1.091650E-013       3.081636E-013       3.420473E-013       
    64,    64,     2	2.295370E-014       1.140045E-014       3.693235E-015       2.589368E-014       
    65,    65,     2	8.694528E-015       1.246788E-014       4.357187E-015       1.581227E-014       
    66,    66,     2	1.123571E-012       1.137710E-012       1.008139E-013       1.602173E-012       
    67,    67,     2	6.738450E-013       8.960819E-013       1.427412E-013       1.130223E-012       
    68,    68,     2	5.660690E-015       7.259962E-015       4.411530E-015       1.020843E-014       
    69,    69,     2	8.371120E-015       2.034323E-014       4.689964E-015       2.249263E-014       
    70,    70,     2	2.167921E-014       9.374614E-015       4.184241E-015       2.398707E-014       
    71,    71,     2	2.605745E-014       2.329074E-014       4.295101E-015       3.521218E-014       
    72,    72,     2	2.360282E-014       1.839215E-014       4.797998E-015       3.030487E-014       
    73,    73,     2	7.341624E-014       8.092827E-014       8.142422E-015       1.095702E-013       
    74,    74,     2	1.387028E-014       1.835498E-014       4.946408E-015       2.353204E-014       
    75,    75,     2	1.286748E-014       1.095648E-014       6.274417E-015       1.802733E-014       
    76,    76,     2	2.632699E-013       2.414887E-013       3.896027E-013       5.286001E-013       
    77,    77,     2	4.596571E-014       5.192872E-014       7.331346E-015       6.973656E-014       
    78,    78,     2	2.613674E-014       1.923486E-014       5.188121E-015       3.286375E-014       
    79,    79,     2	9.577663E-014       1.032045E-013       8.250910E-015       1.410405E-013       
    80,    80,     2	4.380634E-014       5.186011E-014       7.087330E-015       6.825464E-014       
    81,    81,     2	6.148361E-014       1.300502E-013       9.797596E-014       1.740476E-013       
    82,    82,     2	2.143744E-014       3.708957E-014       5.318719E-015       4.316815E-014       
    83,    83,     2	8.550255E-015       3.000256E-014       4.604472E-015       3.153508E-014       
    84,    84,     2	4.095237E-014       5.063462E-014       7.153132E-015       6.551434E-014       
    85,    85,     2	3.498298E-014       3.303870E-014       5.140703E-015       4.839205E-014       
    86,    86,     2	8.088484E-014       4.852808E-014       4.087510E-014       1.028013E-013       
    87,    87,     2	7.187082E-015       6.447646E-015       4.903224E-015       1.082903E-014       
    88,    88,     2	1.937558E-012       4.546510E-012       3.312442E-013       4.953242E-012       
    89,    89,     2	4.270564E-014       5.837794E-014       1.387318E-014       7.364932E-014       
    90,    90,     2	2.014443E-013       3.864280E-013       5.750889E-013       7.215495E-013       
    91,    91,     2	1.848610E-014       1.291703E-014       6.141473E-015       2.337313E-014       
    92,    92,     2	4.444634E-014       4.011309E-014       1.110272E-013       1.261411E-013       
    93,    93,     2	6.727300E-013       1.365116E-012       7.256703E-014       1.523606E-012       
    94,    94,     2	1.237382E-012       2.313085E-012       6.867127E-014       2.624156E-012       
    95,    95,     2	7.165526E-014       1.374412E-013       8.727998E-015       1.552441E-013       
    96,    96,     2	1.095376E-014       1.697427E-014       4.070061E-015       2.060767E-014       
    97,    97,     2	5.169017E-014       4.628301E-014       7.664296E-015       6.980496E-014       
    98,    98,     2	1.177013E-014       1.645658E-014       5.279514E-015       2.091000E-014       
    99,    99,     2	3.787229E-014       4.293204E-014       8.100210E-015       5.781940E-014       
   100,   100,     2	1.051153E-014       1.105616E-014       4.214411E-015       1.582695E-014       
   101,   101,     2	5.055630E-014       5.414156E-014       6.875353E-015       7.439434E-014       
   102,   102,     2	3.898877E-014       6.808472E-014       1.040387E-014       7.914477E-014       
   103,   103,     2	3.197364E-014       4.072623E-014       5.597394E-015       5.207947E-014       
   104,   104,     2	6.296030E-014       8.204210E-014       7.779210E-015       1.037084E-013       
   105,   105,     2	7.569653E-014       5.631434E-014       6.738393E-015       9.458686E-014       
   106,   106,     2	2.403028E-014       6.673036E-014       4.115142E-014       8.199899E-014       
   107,   107,     2	9.616491E-014       8.656954E-014       1.949605E-014       1.308513E-013       
   108,   108,     2	5.889373E-014       6.477035E-014       1.225263E-014       8.839568E-014       
   109,   109,     2	2.056576E-013       1.741351E-013       5.462094E-014       2.749573E-013       
   110,   110,     2	2.056241E-013       2.042142E-013       1.773696E-013       3.397716E-013       
   111,   111,     2	9.288648E-013       4.654207E-013       2.720959E-014       1.039301E-012       
   112,   112,     2	2.291421E-014       4.804526E-014       1.156687E-014       5.447202E-014       
   113,   113,     2	9.947080E-014       1.116458E-013       1.425215E-014       1.502077E-013       
   114,   114,     2	1.150243E-013       1.214893E-013       2.589846E-014       1.692955E-013       
   115,   115,     2	1.092899E-013       1.069642E-013       9.993751E-015       1.532498E-013       
   116,   116,     2	7.821015E-014       9.248903E-014       1.213711E-014       1.217307E-013       
   117,   117,     2	7.736517E-014       7.020755E-014       9.978286E-015       1.049478E-013       
   118,   118,     2	1.694568E-014       2.076994E-014       7.230720E-015       2.776382E-014       
   119,   119,     2	1.807613E-014       2.565692E-014       6.194878E-015       3.199063E-014       
   120,   120,     2	7.116255E-014       1.539363E-013       6.318800E-015       1.697069E-013       
   121,   121,     2	1.829808E-014       5.544093E-014       5.524529E-015       5.864330E-014       
   122,   122,     2	2.426463E-014       4.593220E-014       1.044108E-013       1.166197E-013       
   123,   123,     2	3.121616E-014       5.251549E-014       7.147461E-015       6.150944E-014       
   124,   124,     2	6.542482E-014       8.914218E-014       7.796884E-015       1.108491E-013       
   125,   125,     2	6.035343E-014       8.590502E-014       1.389788E-013       1.741761E-013       
   126,   126,     2	5.199185E-014       4.547405E-014       7.472340E-015       6.947573E-014       
   127,   127,     2	5.386186E-014       5.228200E-014       1.213877E-014       7.603852E-014       
   128,   128,     2	1.464771E-014       2.133886E-014       5.646983E-015       2.649134E-014       
   129,   129,     2	6.821125E-014       1.058747E-013       7.661297E-015       1.261781E-013       
   130,   130,     2	1.429516E-014       1.512663E-014       7.158508E-015       2.200934E-014       
   131,   131,     2	4.843327E-014       4.642280E-014       8.134132E-015       6.757975E-014       
   132,   132,     2	4.760084E-014       7.364914E-014       8.376403E-015       8.809200E-014       
   133,   133,     2	4.515511E-014       6.770194E-014       8.544440E-015       8.182630E-014       
   134,   134,     2	1.267575E-014       1.645356E-014       7.118831E-015       2.195614E-014       
   135,   135,     2	6.480807E-014       7.559612E-014       9.038300E-015       9.998275E-014       
   136,   136,     2	1.047274E-013       1.246137E-013       9.865953E-015       1.630759E-013       
   137,   137,     2	7.701414E-014       1.158660E-013       1.238592E-014       1.396765E-013       
   138,   138,     2	1.401035E-013       2.588430E-013       3.681849E-014       2.966215E-013       
   139,   139,     2	8.980045E-014       1.106983E-013       1.717831E-014       1.435734E-013       
   140,   140,     2	1.444189E-013       3.267104E-013       2.058760E-014       3.577993E-013       
   141,   141,     2	1.698615E-013       4.176800E-013       3.400340E-014       4.521789E-013       
   142,   142,     2	3.007925E-014       9.584524E-014       8.243384E-014       1.299477E-013       
   143,   143,     2	2.873892E-013       3.320640E-013       2.236680E-013       4.928351E-013       
   144,   144,     2	1.513529E-012       8.515822E-013       3.014403E-012       3.478878E-012       
