 #Line, #Time, #Iter	L2Norm MomentumX    L2Norm MomentumY    L2Norm ContiEq      L2Norm Total        
   112,   112,     2	4.277863E-015       8.166341E-015       2.316884E-015       9.505640E-015       
   113,   113,     2	6.061106E-015       1.237596E-014       1.744273E-015       1.389042E-014       
   114,   114,     2	1.436635E-010       3.152806E-010       3.425770E-012       3.464864E-010       
   115,   115,     2	5.702265E-015       1.331314E-014       2.438995E-015       1.468687E-014       
   116,   116,     2	3.170737E-014       7.055578E-014       5.851885E-015       7.757396E-014       
   117,   117,     2	3.752202E-015       1.383199E-014       3.590354E-015       1.477476E-014       
   118,   118,     2	5.377187E-015       1.077676E-014       2.259347E-015       1.225387E-014       
   119,   119,     2	5.050711E-014       1.840828E-013       1.708416E-014       1.916489E-013       
   120,   120,     2	2.953189E-014       4.940270E-014       2.548973E-014       6.294828E-014       
   121,   121,     2	2.706062E-014       5.908224E-014       1.933312E-015       6.501328E-014       
   122,   122,     2	5.426865E-015       1.070622E-014       1.574788E-015       1.210595E-014       
   123,   123,     2	1.351625E-014       1.560263E-014       2.791180E-015       2.083079E-014       
   124,   124,     2	4.029992E-014       6.701379E-014       1.410377E-014       7.945972E-014       
   125,   125,     2	4.041527E-015       7.763630E-015       9.184868E-015       1.268738E-014       
   126,   126,     2	2.929114E-014       8.119849E-014       3.239717E-015       8.638091E-014       
   127,   127,     2	5.089391E-015       1.879824E-014       8.068492E-015       2.108024E-014       
   128,   128,     2	5.306082E-015       1.266688E-014       1.797355E-015       1.385044E-014       
   129,   129,     2	5.843130E-015       1.340423E-014       1.642076E-015       1.471434E-014       
   130,   130,     2	3.501324E-015       6.940066E-015       2.212169E-015       8.081923E-015       
   131,   131,     2	4.904883E-015       8.375822E-015       8.053519E-015       1.261235E-014       
   132,   132,     2	2.434555E-014       1.830189E-014       6.710679E-015       3.118811E-014       
   133,   133,     2	5.354871E-015       7.986891E-015       3.053386E-015       1.008902E-014       
   134,   134,     2	3.746609E-014       8.402219E-014       6.715078E-015       9.224168E-014       
   135,   135,     2	5.416553E-015       9.363960E-015       2.750046E-015       1.116179E-014       
   136,   136,     2	4.886950E-012       1.773975E-011       3.774552E-014       1.840061E-011       
   137,   137,     2	3.388191E-015       6.097103E-015       7.143361E-015       9.984093E-015       
   138,   138,     2	9.603597E-012       2.073970E-011       2.188659E-013       2.285634E-011       
   139,   139,     2	1.125767E-014       1.041680E-014       2.326167E-015       1.551309E-014       
   140,   140,     2	1.647384E-014       3.883420E-014       2.853405E-015       4.228031E-014       
   141,   141,     2	3.737236E-015       8.493139E-015       1.710778E-015       9.435417E-015       
   142,   142,     2	2.097098E-014       5.102495E-014       2.746678E-014       6.162590E-014       
   143,   143,     2	4.604403E-015       2.121068E-014       2.745499E-014       3.499814E-014       
   144,   144,     2	1.056321E-012       6.492073E-012       8.402727E-014       6.577985E-012       
   145,   145,     2	4.058488E-015       1.037177E-014       2.108067E-015       1.133529E-014       
   146,   146,     2	4.391471E-012       6.639892E-012       2.692865E-013       7.965281E-012       
   147,   147,     2	4.951237E-015       8.875253E-015       4.520517E-015       1.112295E-014       
   148,   148,     2	4.223245E-015       1.304085E-014       8.366065E-015       1.605897E-014       
   149,   149,     2	3.838457E-015       8.518746E-015       1.649462E-015       9.488072E-015       
   150,   150,     2	6.322461E-015       6.908119E-015       1.354015E-015       9.461976E-015       
   151,   151,     2	4.462600E-015       1.302905E-014       1.629099E-015       1.386812E-014       
   152,   152,     2	9.093671E-014       2.045462E-013       2.715377E-015       2.238660E-013       
   153,   153,     2	3.513422E-015       7.355685E-015       1.394762E-015       8.270163E-015       
   154,   154,     2	2.812546E-015       8.396738E-015       1.219400E-014       1.507014E-014       
   155,   155,     2	4.970357E-015       4.594417E-015       1.481739E-015       6.928828E-015       
   156,   156,     2	3.898363E-015       5.014235E-015       2.411902E-015       6.793898E-015       
   157,   157,     2	4.680167E-015       1.269067E-014       5.844216E-015       1.473472E-014       
   158,   158,     2	4.643767E-015       8.444474E-015       1.749699E-015       9.794650E-015       
   159,   159,     2	2.555086E-014       4.496594E-014       5.299826E-015       5.198914E-014       
   160,   160,     2	1.686781E-013       2.684508E-013       3.652423E-015       3.170670E-013       
   161,   161,     2	1.881153E-014       5.613403E-014       1.624948E-013       1.729435E-013       
   162,   162,     2	3.346229E-015       1.132394E-014       1.118428E-014       1.626398E-014       
   163,   163,     2	5.968624E-015       1.198851E-014       3.810021E-015       1.392355E-014       
   164,   164,     2	2.494735E-014       6.360265E-014       2.794638E-015       6.837746E-014       
   165,   165,     2	4.995430E-015       1.198958E-014       4.443252E-015       1.372759E-014       
   166,   166,     2	3.533795E-015       8.372341E-015       1.271268E-014       1.562677E-014       
   167,   167,     2	4.576833E-015       9.510264E-015       1.291284E-015       1.063296E-014       
   168,   168,     2	3.009284E-015       4.766708E-015       1.391537E-015       5.806347E-015       
   169,   169,     2	3.436359E-015       9.461248E-015       2.033500E-014       2.269000E-014       
   170,   170,     2	4.501076E-015       1.311657E-014       1.940819E-014       2.385334E-014       
   171,   171,     2	2.541037E-014       3.251256E-014       7.967547E-015       4.202660E-014       
   172,   172,     2	8.336480E-015       2.551337E-014       7.290958E-015       2.781343E-014       
   173,   173,     2	1.399086E-014       2.807235E-014       2.693635E-015       3.148106E-014       
   174,   174,     2	3.661579E-015       9.139775E-015       2.389905E-015       1.013185E-014       
   175,   175,     2	4.107383E-015       6.178046E-015       1.217858E-015       7.518113E-015       
   176,   176,     2	2.400500E-014       4.543216E-014       7.134395E-015       5.187697E-014       
   177,   177,     2	5.867403E-014       1.091235E-013       8.340043E-015       1.241778E-013       
   178,   178,     2	8.656095E-014       1.427924E-013       9.699973E-015       1.672620E-013       
   179,   179,     2	3.164751E-015       6.116424E-015       2.172366E-014       2.278911E-014       
   180,   180,     2	3.111013E-012       1.733583E-011       7.015628E-014       1.761290E-011       
   181,   181,     2	1.443508E-012       4.265048E-012       4.477878E-014       4.502927E-012       
   182,   182,     2	4.406953E-015       7.283371E-015       1.374534E-015       8.623113E-015       
   183,   183,     2	2.597164E-014       5.307196E-014       6.668040E-015       5.946109E-014       
   184,   184,     2	4.752316E-012       2.081231E-011       2.970906E-013       2.135006E-011       
   185,   185,     2	3.132575E-014       1.666490E-013       3.260498E-015       1.695990E-013       
   186,   186,     2	6.597013E-012       8.214502E-012       4.795326E-014       1.053570E-011       
   187,   187,     2	1.124526E-010       2.905411E-010       3.201289E-012       3.115606E-010       
   188,   188,     2	5.996656E-014       1.007867E-013       5.331916E-015       1.173984E-013       
   189,   189,     2	3.448491E-015       6.136544E-015       6.909500E-015       9.863593E-015       
   190,   190,     2	1.727887E-014       2.556295E-014       2.050626E-015       3.092295E-014       
   191,   191,     2	3.452867E-015       6.894595E-015       3.776682E-015       8.586097E-015       
   192,   192,     2	6.612839E-012       1.936866E-011       3.345781E-013       2.046916E-011       
   193,   193,     2	1.944136E-014       6.039160E-014       7.612490E-015       6.389884E-014       
   194,   194,     2	1.579328E-012       1.785505E-012       1.642494E-012       2.894838E-012       
   195,   195,     2	2.266754E-014       4.011408E-014       1.687729E-015       4.610645E-014       
   196,   196,     2	3.651481E-015       7.641878E-015       1.257034E-015       8.562228E-015       
   197,   197,     2	3.770157E-015       6.787003E-015       1.358596E-015       7.881832E-015       
   198,   198,     2	1.758532E-014       3.343973E-014       3.047285E-015       3.790442E-014       
   199,   199,     2	2.521306E-014       1.008686E-013       1.218543E-015       1.039792E-013       
   200,   200,     2	4.068045E-015       1.087637E-014       4.453564E-015       1.243698E-014       
   201,   201,     2	3.762682E-015       6.013929E-015       1.678338E-015       7.289852E-015       
   202,   202,     2	3.387630E-014       7.295432E-014       5.187588E-015       8.060303E-014       
   203,   203,     2	1.734559E-014       4.393878E-014       4.174512E-015       4.742270E-014       
   204,   204,     2	1.109295E-011       6.881440E-011       8.956658E-013       6.970852E-011       
   205,   205,     2	2.114694E-011       1.277506E-010       2.985686E-013       1.294894E-010       
   206,   206,     2	1.121913E-013       2.949824E-013       1.044759E-014       3.157700E-013       
   207,   207,     2	3.944361E-015       7.348115E-015       5.866201E-015       1.019633E-014       
   208,   208,     2	3.137965E-015       5.220719E-015       1.346517E-015       6.238256E-015       
   209,   209,     2	7.663015E-015       1.145059E-014       2.144281E-014       2.548788E-014       
   210,   210,     2	3.208161E-014       1.035621E-013       1.213351E-014       1.090942E-013       
   211,   211,     2	2.569100E-015       3.705834E-015       1.675182E-015       4.810376E-015       
   212,   212,     2	4.511732E-015       1.232188E-014       1.872858E-014       2.286798E-014       
   213,   213,     2	2.869277E-015       2.673611E-015       1.650445E-015       4.254987E-015       
   214,   214,     2	2.082476E-014       5.823025E-014       2.700416E-015       6.190092E-014       
   215,   215,     2	2.282948E-015       6.129823E-015       9.977304E-016       6.616800E-015       
   216,   216,     2	1.702059E-014       2.813542E-014       7.761272E-015       3.378667E-014       
   217,   217,     2	2.834563E-015       5.464607E-015       2.539611E-015       6.659302E-015       
   218,   218,     2	2.319164E-015       4.487828E-015       1.867390E-015       5.385747E-015       
   219,   219,     2	5.285394E-015       4.787098E-015       6.302544E-015       9.517025E-015       
   220,   220,     2	2.502434E-015       3.726262E-015       5.436926E-015       7.050345E-015       
   221,   221,     2	5.039065E-014       1.001479E-013       1.459594E-014       1.130569E-013       
   222,   222,     2	7.802348E-014       7.349616E-014       1.588309E-015       1.072001E-013       
   223,   223,     2	3.169627E-015       5.999834E-015       1.398567E-015       6.928242E-015       
   224,   224,     2	1.008706E-014       8.220131E-015       1.592241E-015       1.310933E-014       
   225,   225,     2	2.631335E-015       3.224769E-015       5.718751E-015       7.072989E-015       
   226,   226,     2	7.687838E-015       4.122742E-014       2.616057E-015       4.201960E-014       
   227,   227,     2	4.539817E-015       1.501080E-014       1.787928E-014       2.378240E-014       
   228,   228,     2	2.482630E-014       4.765502E-014       3.276873E-015       5.383386E-014       
   229,   229,     2	2.974278E-015       3.564918E-015       1.428695E-015       4.857586E-015       
   230,   230,     2	1.254565E-014       5.331337E-014       2.245507E-014       5.919408E-014       
   231,   231,     2	1.172822E-013       1.316916E-013       1.063150E-014       1.766658E-013       
   232,   232,     2	6.225527E-011       8.406361E-011       1.610733E-012       1.046184E-010       
   233,   233,     2	4.929949E-015       9.220063E-015       2.992735E-015       1.087522E-014       
   234,   234,     2	2.853928E-015       5.747224E-015       1.009681E-014       1.196332E-014       
   235,   235,     2	4.185232E-015       6.659600E-015       1.555903E-015       8.017935E-015       
   236,   236,     2	4.495531E-012       4.205810E-012       1.892099E-012       6.440394E-012       
   237,   237,     2	3.440753E-015       5.543805E-015       2.996054E-015       7.179756E-015       
   238,   238,     2	4.312856E-015       7.101164E-015       2.237373E-015       8.604249E-015       
   239,   239,     2	4.184445E-015       8.646957E-015       3.448247E-015       1.020636E-014       
   240,   240,     2	3.362347E-015       8.963196E-015       1.278919E-015       9.658152E-015       
   241,   241,     2	5.321255E-015       1.368710E-014       2.046104E-015       1.482697E-014       
   242,   242,     2	3.028489E-014       7.773782E-014       2.459250E-015       8.346490E-014       
   243,   243,     2	2.463103E-014       7.444088E-014       5.731844E-015       7.861925E-014       
   244,   244,     2	2.703181E-014       8.306339E-014       1.603689E-015       8.736599E-014       
   245,   245,     2	7.942482E-014       6.720649E-014       1.808996E-015       1.040591E-013       
   246,   246,     2	4.390140E-015       8.230411E-015       1.194409E-015       9.404234E-015       
   247,   247,     2	4.664085E-015       1.018286E-014       1.840919E-015       1.135048E-014       
   248,   248,     2	1.816253E-014       1.440464E-014       3.857311E-015       2.350000E-014       
   249,   249,     2	3.318775E-011       1.319646E-010       8.803732E-013       1.360766E-010       
   250,   250,     2	2.634727E-015       5.841213E-015       1.225559E-015       6.524074E-015       
   251,   251,     2	2.078976E-014       6.482701E-014       5.679064E-015       6.831550E-014       
   252,   252,     2	4.424697E-015       9.079821E-015       9.265383E-016       1.014296E-014       
   253,   253,     2	9.142343E-013       1.772499E-012       1.081533E-013       1.997317E-012       
   254,   254,     2	1.826445E-014       3.108903E-014       1.441362E-015       3.608594E-014       
   255,   255,     2	2.138445E-015       3.348450E-015       2.307128E-015       4.594334E-015       
   256,   256,     2	8.828128E-014       1.992420E-013       6.538339E-015       2.180223E-013       
   257,   257,     2	4.603647E-015       5.633149E-015       1.602637E-015       7.449455E-015       
   258,   258,     2	2.417085E-015       4.060331E-015       5.718173E-015       7.417957E-015       
   259,   259,     2	2.493045E-015       9.062902E-015       6.258757E-014       6.328946E-014       
   260,   260,     2	2.781295E-014       4.245480E-014       3.335340E-015       5.086349E-014       
   261,   261,     2	2.752716E-015       5.973482E-015       1.093619E-014       1.276167E-014       
   262,   262,     2	1.674101E-015       3.475734E-015       1.359323E-015       4.090367E-015       
   263,   263,     2	8.562023E-012       2.151479E-011       1.217483E-013       2.315619E-011       
   264,   264,     2	1.937255E-015       3.226207E-015       2.820727E-015       4.702964E-015       
   265,   265,     2	2.815426E-015       5.079767E-015       7.431243E-015       9.431545E-015       
   266,   266,     2	2.517617E-015       7.941788E-015       3.965643E-015       9.226956E-015       
   267,   267,     2	2.339547E-015       3.603477E-015       1.809860E-015       4.661987E-015       
   268,   268,     2	3.909154E-013       1.379527E-012       4.674620E-013       1.508122E-012       
   269,   269,     2	1.916673E-015       3.367020E-015       1.446384E-015       4.135515E-015       
